More than one myth can be held ‘ in the mind’ at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADJ ADP NUM NOUN VERB VERB VERB PRON ADP DET NOUN ADP NUM CCONJ DET ADJ NOUN	▁More ▁than ▁one ▁my th ▁can ▁be ▁held ▁ ‘ ▁in ▁the ▁mind ’ ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADJ ADP NUM NOUN NOUN VERB VERB VERB PRON PRON ADP DET NOUN NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
There was no evidence to connect the Prowler with the letter - writer, or the letter - writer with Randolph Henry Ash, and yet he felt a powerful conviction that all three were one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	ADV VERB DET NOUN PART VERB DET PROPN ADP DET NOUN PUNCT NOUN CCONJ DET NOUN PUNCT NOUN ADP PROPN PROPN PROPN CCONJ ADV PRON VERB DET ADJ NOUN ADP DET NUM VERB NUM CCONJ DET ADJ	▁There ▁was ▁no ▁evidence ▁to ▁connect ▁the ▁Pro w ler ▁with ▁the ▁letter ▁- ▁writer , ▁or ▁the ▁letter ▁- ▁writer ▁with ▁Rand ol ph ▁Henry ▁Ash , ▁and ▁yet ▁he ▁felt ▁a ▁powerful ▁conviction ▁that ▁all ▁three ▁were ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	ADV VERB DET NOUN PART VERB DET PROPN PROPN PROPN ADP DET NOUN PUNCT NOUN NOUN CCONJ DET NOUN PUNCT NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN CCONJ ADV PRON VERB DET ADJ NOUN ADP DET NUM VERB NUM CCONJ DET ADJ ADJ
What is more disturbing if we wish to achieve a simple separation of grammar and semantics is that on occasions one and the same deviance may be cured either by adjustment of closed set items, or by the replacement of open set items.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	NOUN VERB ADV ADJ ADP PRON VERB PART VERB DET ADJ NOUN ADP NOUN CCONJ NOUN VERB ADP ADP NOUN NUM CCONJ DET ADJ NOUN VERB VERB VERB CCONJ ADP NOUN ADP ADJ VERB NOUN CCONJ ADP DET NOUN ADP ADJ VERB NOUN	▁What ▁is ▁more ▁disturbing ▁if ▁we ▁wish ▁to ▁achieve ▁a ▁simple ▁separation ▁of ▁gram mar ▁and ▁se man tics ▁is ▁that ▁on ▁occasions ▁one ▁and ▁the ▁same ▁de vian ce ▁may ▁be ▁cured ▁either ▁by ▁adjustment ▁of ▁closed ▁set ▁items , ▁or ▁by ▁the ▁replacement ▁of ▁open ▁set ▁items .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN VERB ADV ADJ ADP PRON VERB PART VERB DET ADJ NOUN ADP NOUN NOUN CCONJ NOUN NOUN NOUN VERB ADP ADP NOUN NUM CCONJ DET ADJ NOUN NOUN NOUN VERB VERB VERB CCONJ ADP NOUN ADP ADJ VERB NOUN NOUN CCONJ ADP DET NOUN ADP ADJ VERB NOUN NOUN
Bones ( 1986b : 55 ) : " For reggae, most definitely, the music and the language are one and the same thing.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	NOUN PUNCT NUM SYM NUM PUNCT PUNCT PUNCT ADP NOUN ADV ADV DET NOUN CCONJ DET NOUN VERB NUM CCONJ DET ADJ NOUN	▁Bon es ▁( ▁1986 b ▁ : ▁55 ▁ ) ▁ : ▁" ▁For ▁re gg a e , ▁most ▁definitely , ▁the ▁music ▁and ▁the ▁language ▁are ▁one ▁and ▁the ▁same ▁thing .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	NOUN NOUN PUNCT NUM NUM SYM SYM NUM PUNCT PUNCT PUNCT PUNCT PUNCT ADP NOUN NOUN NOUN NOUN NOUN ADV ADV ADV DET NOUN CCONJ DET NOUN VERB NUM CCONJ DET ADJ NOUN NOUN
Probably because his work fulfils two collector ’s longings at one and the same time : the longing for good figurative painting, and the longing for paintings from the East which are far removed from Socialist Realism.	0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADV ADP ADJ NOUN NOUN NUM NOUN PART NOUN ADP NUM CCONJ DET ADJ NOUN PUNCT DET NOUN ADP ADJ ADJ NOUN CCONJ DET NOUN ADP NOUN ADP DET PROPN ADJ VERB ADV VERB ADP PROPN PROPN	▁Pro b ably ▁because ▁his ▁work ▁fulfils ▁two ▁collector ▁ ’ s ▁long ing s ▁at ▁one ▁and ▁the ▁same ▁time ▁ : ▁the ▁long ing ▁for ▁good ▁fig ur ative ▁painting , ▁and ▁the ▁long ing ▁for ▁painting s ▁from ▁the ▁East ▁which ▁are ▁far ▁removed ▁from ▁Social ist ▁Real ism .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV ADV ADP ADJ NOUN NOUN NUM NOUN PART PART PART NOUN NOUN NOUN ADP NUM CCONJ DET ADJ NOUN PUNCT PUNCT DET NOUN NOUN ADP ADJ ADJ ADJ ADJ NOUN NOUN CCONJ DET NOUN NOUN ADP NOUN NOUN ADP DET PROPN ADJ VERB ADV VERB ADP PROPN PROPN PROPN PROPN PROPN
‘ Of all the charges brought against the gay community there is none more common than the assumption that gay and paedophile are one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	PUNCT ADP ADJ DET NOUN VERB ADP DET ADJ NOUN ADV VERB NOUN ADV ADJ ADP DET NOUN ADP NOUN CCONJ NOUN VERB NUM CCONJ DET ADJ	▁ ‘ ▁Of ▁all ▁the ▁charges ▁brought ▁against ▁the ▁g ay ▁community ▁there ▁is ▁none ▁more ▁common ▁than ▁the ▁assumption ▁that ▁g ay ▁and ▁p a ed ophil e ▁are ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PUNCT PUNCT ADP ADJ DET NOUN VERB ADP DET ADJ ADJ NOUN ADV VERB NOUN ADV ADJ ADP DET NOUN ADP NOUN NOUN CCONJ NOUN NOUN NOUN NOUN NOUN VERB NUM CCONJ DET ADJ ADJ
In which case ‘ history’ becomes a force to be resisted by readers who like literature, and who may also like history, but have never thought they were one and the same thing.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADP ADJ NOUN ADJ NOUN VERB DET NOUN PART VERB VERB ADP NOUN NOUN VERB NOUN CCONJ NOUN VERB ADV VERB NOUN CCONJ VERB ADV VERB PRON VERB NUM CCONJ DET ADJ NOUN	▁In ▁which ▁case ▁ ‘ ▁history ’ ▁becomes ▁a ▁force ▁to ▁be ▁resist ed ▁by ▁readers ▁who ▁like ▁literature , ▁and ▁who ▁may ▁also ▁like ▁history , ▁but ▁have ▁never ▁thought ▁they ▁were ▁one ▁and ▁the ▁same ▁thing .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADP ADJ NOUN ADJ ADJ NOUN NOUN VERB DET NOUN PART VERB VERB VERB ADP NOUN NOUN VERB NOUN NOUN CCONJ NOUN VERB ADV VERB NOUN NOUN CCONJ VERB ADV VERB PRON VERB NUM CCONJ DET ADJ NOUN NOUN
They are in fact almost one and the same and they use er one and the same justification.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	PRON VERB ADP NOUN ADV NUM CCONJ DET ADJ CCONJ PRON VERB INTJ NOUN CCONJ DET ADJ NOUN	▁They ▁are ▁in ▁fact ▁almost ▁one ▁and ▁the ▁same ▁and ▁they ▁use ▁er ▁one ▁and ▁the ▁same ▁justification .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	PRON VERB ADP NOUN ADV NUM CCONJ DET ADJ CCONJ PRON VERB INTJ NOUN CCONJ DET ADJ NOUN NOUN
In 1706, Articles of Agreement were concluded in a ‘ treaty’ between the Parliament of Scotland and the Parliament of England, providing for ‘ the two Kingdoms of England and Scotland’to be ‘ for ever … united into one Kingdom’(Art.1 ) and for this new kingdom, ‘ the United Kingdom of Great Britain ', to be ‘ represented by one and the same Parliament to be stiled The Parliament of Great Britain ' ( Art. III ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP NUM PROPN ADP PROPN VERB VERB ADP DET NUM NOUN ADP DET PROPN ADP PROPN CCONJ DET PROPN ADP PROPN VERB ADP PUNCT DET NUM PROPN ADP PROPN CCONJ PROPN VERB VERB ADP ADV PUNCT VERB ADP NUM NOUN PUNCT CCONJ ADP DET ADJ NOUN PUNCT DET PROPN PROPN ADP PROPN PROPN PUNCT PART VERB PRON VERB ADP NUM CCONJ DET ADJ PROPN PART VERB VERB DET PROPN ADP PROPN PROPN PUNCT PUNCT NOUN NUM PUNCT	▁In ▁170 6, ▁Articles ▁of ▁Agreement ▁were ▁concluded ▁in ▁a ▁ ‘ ▁treaty ’ ▁between ▁the ▁Parliament ▁of ▁Scotland ▁and ▁the ▁Parliament ▁of ▁England , ▁providing ▁for ▁ ‘ ▁the ▁two ▁Kingdom s ▁of ▁England ▁and ▁Scotland ’ to ▁be ▁ ‘ ▁for ▁ever ▁... ▁united ▁into ▁one ▁Kingdom ’ ( Art .1 ▁ ) ▁and ▁for ▁this ▁new ▁kingdom , ▁ ‘ ▁the ▁United ▁Kingdom ▁of ▁Great ▁Britain ▁' , ▁to ▁be ▁ ‘ ▁represented ▁by ▁one ▁and ▁the ▁same ▁Parliament ▁to ▁be ▁s til ed ▁The ▁Parliament ▁of ▁Great ▁Britain ▁' ▁( ▁Art . ▁III ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NUM NUM PROPN ADP PROPN VERB VERB ADP DET NUM NUM NOUN NOUN ADP DET PROPN ADP PROPN CCONJ DET PROPN ADP PROPN PROPN VERB ADP PUNCT PUNCT DET NUM PROPN PROPN ADP PROPN CCONJ PROPN PROPN PROPN VERB VERB VERB ADP ADV PUNCT VERB ADP NUM NOUN NOUN NOUN NOUN NOUN PUNCT PUNCT CCONJ ADP DET ADJ NOUN NOUN PUNCT PUNCT DET PROPN PROPN ADP PROPN PROPN PUNCT PUNCT PART VERB PRON PRON VERB ADP NUM CCONJ DET ADJ PROPN PART VERB VERB VERB VERB DET PROPN ADP PROPN PROPN PUNCT PUNCT NOUN NOUN NUM PUNCT PUNCT
Still, they were to be forgiven because the course they adopted, of ‘ setting out to be at one and the same time a Producers’ and a Consumers ' Society ' seemed natural to them.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADV PRON VERB PART VERB VERB ADP DET NOUN PRON VERB ADP ADJ NOUN PART PART VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN CCONJ DET PROPN PART PROPN PUNCT VERB ADJ ADP PRON	▁Still , ▁they ▁were ▁to ▁be ▁for given ▁because ▁the ▁course ▁they ▁adopted , ▁of ▁ ‘ ▁setting ▁out ▁to ▁be ▁at ▁one ▁and ▁the ▁same ▁time ▁a ▁Producers ’ ▁and ▁a ▁Consumers ▁' ▁Society ▁' ▁seemed ▁natural ▁to ▁them .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV PRON VERB PART VERB VERB VERB ADP DET NOUN PRON VERB VERB ADP ADJ ADJ NOUN PART PART VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN NOUN CCONJ DET PROPN PART PROPN PUNCT VERB ADJ ADP PRON PRON
And I don't think that it's too far - fetched to assume that person is one and the same!’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	dashes	CCONJ PRON VERB VERB ADP PRON ADV ADJ PUNCT ADJ PART VERB DET NOUN VERB NUM CCONJ DET NOUN	▁And ▁I ▁don ' t ▁think ▁that ▁it ' s ▁too ▁far ▁- ▁fet ched ▁to ▁assume ▁that ▁person ▁is ▁one ▁and ▁the ▁same ! ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1	CCONJ PRON VERB VERB VERB VERB ADP PRON PRON PRON ADV ADJ PUNCT ADJ ADJ PART VERB DET NOUN VERB NUM CCONJ DET NOUN NOUN NOUN
Religion is presented as a response ‘ everywhere to one and the same need’ : the need for rituals of fertility.	0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0	one and the same	figurative	identical	NOUN VERB VERB ADP DET NOUN PUNCT ADV ADP NUM CCONJ DET ADJ NOUN PUNCT DET NOUN ADP NOUN ADP NOUN	▁R elig ion ▁is ▁presented ▁as ▁a ▁response ▁ ‘ ▁everywhere ▁to ▁one ▁and ▁the ▁same ▁need ’ ▁ : ▁the ▁need ▁for ▁ritual s ▁of ▁fertility .	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN NOUN VERB VERB ADP DET NOUN PUNCT PUNCT ADV ADP NUM CCONJ DET ADJ NOUN NOUN PUNCT PUNCT DET NOUN ADP NOUN NOUN ADP NOUN NOUN
It may sound like a case of split personalities but Louise G Torsney FHCIMA and Louise G Pollard FHCIMA is one and the same person.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	PRON VERB VERB ADP DET NOUN ADP ADJ NOUN CCONJ PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN VERB NUM CCONJ DET ADJ NOUN	▁It ▁may ▁sound ▁like ▁a ▁case ▁of ▁split ▁personal ities ▁but ▁Louis e ▁G ▁T ors ney ▁F H CI MA ▁and ▁Louis e ▁G ▁Pol lar d ▁F H CI MA ▁is ▁one ▁and ▁the ▁same ▁person .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	PRON VERB VERB ADP DET NOUN ADP ADJ NOUN NOUN CCONJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB NUM CCONJ DET ADJ NOUN NOUN
The presence of two tricksters on stage at one and the same time is bound to make for comedy, and so it does here.	0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET NOUN ADP NUM NOUN ADP NOUN ADP NUM CCONJ DET ADJ NOUN VERB VERB PART VERB ADP NOUN CCONJ ADV PRON VERB ADV	▁The ▁presence ▁of ▁two ▁trick sters ▁on ▁stage ▁at ▁one ▁and ▁the ▁same ▁time ▁is ▁bound ▁to ▁make ▁for ▁come dy , ▁and ▁so ▁it ▁does ▁here .	0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN ADP NUM NOUN NOUN ADP NOUN ADP NUM CCONJ DET ADJ NOUN VERB VERB PART VERB ADP NOUN NOUN NOUN CCONJ ADV PRON VERB ADV ADV
The story as a whole only begins to make sense when the reader appreciates that, in appropriate circumstances, all these roles might be filled by one and the same individual.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	DET NOUN ADP DET NOUN ADV VERB PART VERB NOUN ADV DET NOUN VERB ADP ADP ADJ NOUN ADJ DET NOUN VERB VERB VERB ADP NUM CCONJ DET ADJ NOUN	▁The ▁story ▁as ▁a ▁whole ▁only ▁begins ▁to ▁make ▁sense ▁when ▁the ▁reader ▁appreciate s ▁that , ▁in ▁appropriate ▁circumstances , ▁all ▁these ▁roles ▁might ▁be ▁filled ▁by ▁one ▁and ▁the ▁same ▁individual .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	DET NOUN ADP DET NOUN ADV VERB PART VERB NOUN ADV DET NOUN VERB VERB ADP ADP ADP ADJ NOUN NOUN ADJ DET NOUN VERB VERB VERB ADP NUM CCONJ DET ADJ NOUN NOUN
Yet it managed to raise prices and to add to inflation at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	CCONJ PRON VERB PART VERB NOUN CCONJ PART VERB ADP NOUN ADP NUM CCONJ DET ADJ NOUN	▁Yet ▁it ▁managed ▁to ▁raise ▁prices ▁and ▁to ▁add ▁to ▁inflation ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	CCONJ PRON VERB PART VERB NOUN CCONJ PART VERB ADP NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
These patterns are at one and the same time both common - place and elusive.	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	one and the same	figurative	identical	DET NOUN VERB ADP NUM CCONJ DET ADJ NOUN CCONJ ADJ PUNCT NOUN CCONJ ADJ	▁These ▁patterns ▁are ▁at ▁one ▁and ▁the ▁same ▁time ▁both ▁common ▁- ▁place ▁and ▁el us ive .	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0	DET NOUN VERB ADP NUM CCONJ DET ADJ NOUN CCONJ ADJ PUNCT NOUN CCONJ ADJ ADJ ADJ ADJ
Reality is a virgin whose virtue we all want to believe in, and, at one and the same time, an old whore who we 've all had and had and had again, until our eyes and ears are like genitals that have been rubbed raw.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	NOUN VERB DET NOUN ADJ NOUN PRON DET VERB PART VERB ADP CCONJ ADP NUM CCONJ DET ADJ NOUN DET ADJ NOUN NOUN PRON VERB DET VERB CCONJ VERB CCONJ VERB ADV ADP ADJ NOUN CCONJ NOUN VERB ADP NOUN ADJ VERB VERB VERB ADJ	▁Real ity ▁is ▁a ▁virgin ▁whose ▁virtue ▁we ▁all ▁want ▁to ▁believe ▁in , ▁and , ▁at ▁one ▁and ▁the ▁same ▁time , ▁an ▁old ▁who re ▁who ▁we ▁' ve ▁all ▁had ▁and ▁had ▁and ▁had ▁again , ▁until ▁our ▁eyes ▁and ▁ears ▁are ▁like ▁ genital s ▁that ▁have ▁been ▁rub bed ▁raw .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN VERB DET NOUN ADJ NOUN PRON DET VERB PART VERB ADP ADP CCONJ CCONJ ADP NUM CCONJ DET ADJ NOUN NOUN DET ADJ NOUN NOUN NOUN PRON VERB VERB DET VERB CCONJ VERB CCONJ VERB ADV ADV ADP ADJ NOUN CCONJ NOUN VERB ADP NOUN NOUN NOUN ADJ VERB VERB VERB VERB ADJ ADJ
Now to find they were one and the same had thrown her completely.	0 0 0 0 0 1 1 0 1 0 0 0 0	one and the same	figurative	identical	ADV PART VERB PRON VERB NUM CCONJ DET ADJ VERB VERB PRON ADV	▁Now ▁to ▁find ▁they ▁were ▁one ▁and ▁the ▁same ▁had ▁thrown ▁her ▁completely .	0 0 0 0 0 1 1 0 1 0 0 0 0 0	ADV PART VERB PRON VERB NUM CCONJ DET ADJ VERB VERB PRON ADV ADV
The third is that the new right and Conservatism are one and the same.	0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	DET ADJ VERB ADP DET ADJ NOUN CCONJ PROPN VERB NUM CCONJ DET ADJ	▁The ▁third ▁is ▁that ▁the ▁new ▁right ▁and ▁Con serv at ism ▁are ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	DET ADJ VERB ADP DET ADJ NOUN CCONJ PROPN PROPN PROPN PROPN VERB NUM CCONJ DET ADJ ADJ
This expands the availability of shapes and patterns even further, because the basic Form Computer and its programs are one and the same thing for both makes of machine — Passap System and Singer System.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET VERB DET NOUN ADP NOUN CCONJ NOUN ADV ADV ADP DET ADJ PROPN PROPN CCONJ ADJ NOUN VERB NUM CCONJ DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT PROPN PROPN CCONJ PROPN PROPN	▁This ▁expand s ▁the ▁availability ▁of ▁shapes ▁and ▁patterns ▁even ▁further , ▁because ▁the ▁basic ▁Form ▁Computer ▁and ▁its ▁programs ▁are ▁one ▁and ▁the ▁same ▁thing ▁for ▁both ▁makes ▁of ▁machine ▁ — ▁Pass ap ▁System ▁and ▁S ing er ▁System .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET VERB VERB DET NOUN ADP NOUN CCONJ NOUN ADV ADV ADV ADP DET ADJ PROPN PROPN CCONJ ADJ NOUN VERB NUM CCONJ DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT PUNCT PROPN PROPN PROPN CCONJ PROPN PROPN PROPN PROPN PROPN
He seems also to have been a Zadokite — but does this mean that the Nazareans and the Zadokites were one and the same?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	PRON VERB ADV PART VERB VERB DET PROPN PUNCT CCONJ VERB DET VERB ADP DET PROPN CCONJ DET PROPN VERB NUM CCONJ DET ADJ	▁He ▁seems ▁also ▁to ▁have ▁been ▁a ▁Z ado k ite ▁ — ▁but ▁does ▁this ▁mean ▁that ▁the ▁N azar ean s ▁and ▁the ▁Z ado k ites ▁were ▁one ▁and ▁the ▁same ?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB ADV PART VERB VERB DET PROPN PROPN PROPN PROPN PUNCT PUNCT CCONJ VERB DET VERB ADP DET PROPN PROPN PROPN PROPN CCONJ DET PROPN PROPN PROPN PROPN VERB NUM CCONJ DET ADJ ADJ
The music at one and the same time offers escape from the banalities of social life and is continuous with them ; its twin functions are thus distraction ( music as narcotic ) and affirmation : ‘ accepting what there is … identifying … with the inescapable product’(Adorno 1976 : 41 ; 1978a : 288 ).	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET NOUN ADP NUM CCONJ DET ADJ NOUN VERB NOUN ADP DET NOUN ADP ADJ NOUN CCONJ VERB ADJ ADP PRON PUNCT ADJ ADJ NOUN VERB ADV NOUN PUNCT NOUN ADP ADJ PUNCT CCONJ NOUN PUNCT PUNCT VERB NOUN ADV VERB PUNCT VERB PUNCT ADP DET ADJ NOUN NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT	▁The ▁music ▁at ▁one ▁and ▁the ▁same ▁time ▁offers ▁escape ▁from ▁the ▁ban al ities ▁of ▁social ▁life ▁and ▁is ▁continuous ▁with ▁them ▁ ; ▁its ▁twin ▁functions ▁are ▁thus ▁distract ion ▁( ▁music ▁as ▁narcotic ▁ ) ▁and ▁affirmation ▁ : ▁ ‘ ▁accepting ▁what ▁there ▁is ▁... ▁identifying ▁... ▁with ▁the ▁in es capable ▁product ’ ( A do rno ▁1976 ▁ : ▁41 ▁ ; ▁1978 a ▁ : ▁288 ▁ ).	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN ADP NUM CCONJ DET ADJ NOUN VERB NOUN ADP DET NOUN NOUN NOUN ADP ADJ NOUN CCONJ VERB ADJ ADP PRON PUNCT PUNCT ADJ ADJ NOUN VERB ADV NOUN NOUN PUNCT NOUN ADP ADJ PUNCT PUNCT CCONJ NOUN PUNCT PUNCT PUNCT PUNCT VERB NOUN ADV VERB PUNCT VERB PUNCT ADP DET ADJ ADJ ADJ NOUN NOUN NOUN NOUN NOUN NOUN NUM PUNCT PUNCT NUM PUNCT PUNCT NUM NUM PUNCT PUNCT NUM PUNCT PUNCT
